TransactionID,Date,HospitalID,ProductID,TransactionType,Quantity,BalanceAfterTransaction
TRN288873,2025-10-15,H007,MED024,Consumption,-26,1283
TRN288874,2025-10-15,H007,MED025,Consumption,-3,1324
TRN288875,2025-10-15,H007,MED026,Consumption,-9,462
TRN288876,2025-10-15,H007,MED027,Consumption,-5,1156
TRN288877,2025-10-15,H007,MED028,Consumption,-5,723
TRN288878,2025-10-15,H007,MED029,Consumption,-7,1269
TRN288879,2025-10-15,H007,MED030,Consumption,-15,753
TRN288880,2025-10-15,H007,MED031,Consumption,-15,1296
TRN288881,2025-10-15,H007,MED032,Consumption,-8,707
TRN288882,2025-10-15,H007,MED033,Consumption,-15,1628
TRN288883,2025-10-15,H007,MED034,Consumption,-5,887
TRN288884,2025-10-15,H007,MED035,Consumption,-7,391
TRN288885,2025-10-15,H007,MED036,Consumption,-14,1105
TRN288886,2025-10-15,H007,MED037,Consumption,-14,1332
TRN288887,2025-10-15,H007,MED038,Consumption,-5,1000
TRN288888,2025-10-15,H007,MED039,Consumption,-5,1275
TRN288889,2025-10-15,H007,MED040,Consumption,-6,1444
TRN288890,2025-10-15,H007,MED041,Consumption,-12,1230
TRN288891,2025-10-15,H007,MED042,Consumption,-7,667
TRN288892,2025-10-15,H007,MED043,Consumption,-13,429
TRN288893,2025-10-15,H007,MED044,Consumption,-14,742
TRN288894,2025-10-15,H007,MED045,Consumption,-6,1428
TRN288895,2025-10-15,H007,MED046,Consumption,-13,782
TRN288896,2025-10-15,H007,MED047,Consumption,-15,705
TRN288897,2025-10-15,H007,MED048,Consumption,-8,1217
TRN288898,2025-10-15,H007,MED049,Consumption,-13,903
TRN288899,2025-10-15,H007,MED050,Consumption,-12,554
TRN288900,2025-10-15,H007,MED051,Consumption,-12,575
TRN288901,2025-10-15,H007,MED052,Consumption,-13,1496
TRN288902,2025-10-15,H007,MED053,Consumption,-12,690
TRN288903,2025-10-15,H007,MED054,Consumption,-6,877
TRN288904,2025-10-15,H007,MED055,Consumption,-5,883
TRN288905,2025-10-15,H007,MED056,Consumption,-8,1562
TRN288906,2025-10-15,H007,MED057,Consumption,-6,943
TRN288907,2025-10-15,H007,MED058,Consumption,-9,494
TRN288908,2025-10-15,H007,MED059,Consumption,-13,895
TRN288909,2025-10-15,H007,MED060,Consumption,-8,1158
TRN288910,2025-10-15,H007,MED061,Consumption,-16,3832
TRN288911,2025-10-15,H007,MED062,Consumption,-25,2635
TRN288912,2025-10-15,H007,MED063,Consumption,-32,2938
TRN288913,2025-10-15,H007,MED064,Consumption,-34,2630
TRN288914,2025-10-15,H007,MED065,Consumption,-33,2424
TRN288915,2025-10-15,H007,MED066,Consumption,-31,2627
TRN288916,2025-10-15,H007,MED067,Consumption,-30,2061
TRN288917,2025-10-15,H007,MED068,Consumption,-17,3162
TRN288918,2025-10-15,H007,MED069,Consumption,-29,2791
TRN288919,2025-10-15,H007,MED070,Consumption,-27,2558
TRN288920,2025-10-15,H007,MED071,Consumption,-2,1152
TRN288921,2025-10-15,H007,MED072,Consumption,-3,893
TRN288922,2025-10-15,H007,MED073,Consumption,-6,989
TRN288923,2025-10-15,H007,MED074,Consumption,-6,1099
TRN288924,2025-10-15,H007,MED075,Consumption,-6,766
TRN288925,2025-10-15,H007,MED076,Consumption,-6,1046
TRN288926,2025-10-15,H007,MED077,Consumption,-5,1681
TRN288927,2025-10-15,H007,MED078,Consumption,-6,935
TRN288928,2025-10-15,H007,MED079,Consumption,-5,1430
TRN288929,2025-10-15,H007,MED080,Consumption,-1,1113
TRN288930,2025-10-15,H007,MED081,Consumption,-15,2186
TRN288931,2025-10-15,H007,MED082,Consumption,-5,2431
TRN288932,2025-10-15,H007,MED083,Consumption,-11,2427
TRN288933,2025-10-15,H007,MED084,Consumption,-5,2017
TRN288934,2025-10-15,H007,MED085,Consumption,-6,1231
TRN288935,2025-10-15,H007,MED086,Consumption,-10,1280
TRN288936,2025-10-15,H007,MED087,Consumption,-13,1151
TRN288937,2025-10-15,H007,MED088,Consumption,-9,2064
TRN288938,2025-10-15,H007,MED089,Consumption,-9,2187
TRN288939,2025-10-15,H007,MED090,Consumption,-14,1679
TRN288940,2025-10-15,H007,MED091,Consumption,-1,1200
TRN288941,2025-10-15,H007,MED092,Consumption,-1,1187
TRN288942,2025-10-15,H007,MED093,Consumption,-3,424
TRN288943,2025-10-15,H007,MED094,Consumption,-3,1213
TRN288944,2025-10-15,H007,MED095,Consumption,-4,585
TRN288945,2025-10-15,H007,MED096,Consumption,-5,1573
TRN288946,2025-10-15,H007,MED097,Consumption,-5,1149
TRN288947,2025-10-15,H007,MED098,Consumption,-5,902
TRN288948,2025-10-15,H007,MED099,Consumption,-2,1049
TRN288949,2025-10-15,H007,MED100,Consumption,-2,999
TRN288950,2025-10-15,H008,MED001,Consumption,-29,2012
TRN288951,2025-10-15,H008,MED002,Consumption,-28,2642
TRN288952,2025-10-15,H008,MED003,Consumption,-16,2748
TRN288953,2025-10-15,H008,MED004,Consumption,-19,2809
TRN288954,2025-10-15,H008,MED005,Consumption,-22,1921
TRN288955,2025-10-15,H008,MED006,Consumption,-35,2480
TRN288956,2025-10-15,H008,MED007,Consumption,-24,2851
TRN288957,2025-10-15,H008,MED008,Consumption,-26,2805
TRN288958,2025-10-15,H008,MED009,Consumption,-24,2477
TRN288959,2025-10-15,H008,MED010,Consumption,-33,2441
TRN288960,2025-10-15,H008,MED011,Consumption,-15,451
TRN288961,2025-10-15,H008,MED012,Consumption,-20,679
TRN288962,2025-10-15,H008,MED013,Consumption,-16,556
TRN288963,2025-10-15,H008,MED015,Consumption,-20,1023
TRN288964,2025-10-15,H008,MED016,Consumption,-21,266
TRN288965,2025-10-15,H008,MED017,Consumption,-29,809
TRN288966,2025-10-15,H008,MED019,Consumption,-31,610
TRN288967,2025-10-15,H008,MED020,Consumption,-29,297
TRN288968,2025-10-15,H008,MED021,Consumption,-1,1183
TRN288969,2025-10-15,H008,MED022,Consumption,-3,1035
TRN288970,2025-10-15,H008,MED023,Consumption,-1,963
TRN288971,2025-10-15,H008,MED025,Consumption,-2,1396
TRN288972,2025-10-15,H008,MED026,Consumption,-11,1260
TRN288973,2025-10-15,H008,MED027,Consumption,-7,476
TRN288974,2025-10-15,H008,MED028,Consumption,-12,501
TRN288975,2025-10-15,H008,MED029,Consumption,-5,346
TRN288976,2025-10-15,H008,MED030,Consumption,-14,922
TRN288977,2025-10-15,H008,MED031,Consumption,-10,804
TRN288978,2025-10-15,H008,MED032,Consumption,-7,1136
TRN288979,2025-10-15,H008,MED033,Consumption,-8,1000
TRN288980,2025-10-15,H008,MED034,Consumption,-15,600
TRN288981,2025-10-15,H008,MED035,Consumption,-14,992
TRN288982,2025-10-15,H008,MED036,Consumption,-9,947
TRN288983,2025-10-15,H008,MED037,Consumption,-14,920
TRN288984,2025-10-15,H008,MED038,Consumption,-7,730
TRN288985,2025-10-15,H008,MED039,Consumption,-15,910
TRN288986,2025-10-15,H008,MED040,Consumption,-15,779
TRN288987,2025-10-15,H008,MED041,Consumption,-15,794
TRN288988,2025-10-15,H008,MED042,Consumption,-6,1371
TRN288989,2025-10-15,H008,MED043,Consumption,-12,300
TRN288990,2025-10-15,H008,MED044,Consumption,-13,991
TRN288991,2025-10-15,H008,MED045,Consumption,-6,1150
TRN288992,2025-10-15,H008,MED046,Consumption,-7,1101
TRN288993,2025-10-15,H008,MED047,Consumption,-12,683
TRN288994,2025-10-15,H008,MED048,Consumption,-5,336
TRN288995,2025-10-15,H008,MED049,Consumption,-6,1239
TRN288996,2025-10-15,H008,MED050,Consumption,-9,259
TRN288997,2025-10-15,H008,MED051,Consumption,-5,1160
TRN288998,2025-10-15,H008,MED052,Consumption,-15,509
TRN288999,2025-10-15,H008,MED053,Consumption,-6,363
TRN289000,2025-10-15,H008,MED054,Consumption,-8,1003
TRN289001,2025-10-15,H008,MED055,Consumption,-11,1298
TRN289002,2025-10-15,H008,MED056,Consumption,-11,999
TRN289003,2025-10-15,H008,MED057,Consumption,-13,536
TRN289004,2025-10-15,H008,MED058,Consumption,-6,1072
TRN289005,2025-10-15,H008,MED059,Consumption,-6,208
TRN289006,2025-10-15,H008,MED060,Consumption,-10,1306
TRN289007,2025-10-15,H008,MED061,Consumption,-31,2165
TRN289008,2025-10-15,H008,MED062,Consumption,-30,2189
TRN289009,2025-10-15,H008,MED063,Consumption,-28,2664
TRN289010,2025-10-15,H008,MED064,Consumption,-17,2303
TRN289011,2025-10-15,H008,MED065,Consumption,-32,2298
TRN289012,2025-10-15,H008,MED066,Consumption,-22,2050
TRN289013,2025-10-15,H008,MED067,Consumption,-31,3259
TRN289014,2025-10-15,H008,MED068,Consumption,-15,3305
TRN289015,2025-10-15,H008,MED069,Consumption,-31,2785
TRN289016,2025-10-15,H008,MED070,Consumption,-17,2128
TRN289017,2025-10-15,H008,MED071,Consumption,-4,1412
TRN289018,2025-10-15,H008,MED072,Consumption,-5,1566
TRN289019,2025-10-15,H008,MED073,Consumption,-3,832
TRN289020,2025-10-15,H008,MED074,Consumption,-3,1161
TRN289021,2025-10-15,H008,MED075,Consumption,-2,1450
TRN289022,2025-10-15,H008,MED076,Consumption,-6,1070
TRN289023,2025-10-15,H008,MED077,Consumption,-5,814
TRN289024,2025-10-15,H008,MED078,Consumption,-1,1222
TRN289025,2025-10-15,H008,MED079,Consumption,-5,479
TRN289026,2025-10-15,H008,MED080,Consumption,-6,339
TRN289027,2025-10-15,H008,MED081,Consumption,-15,1311
TRN289028,2025-10-15,H008,MED082,Consumption,-12,2068
TRN289029,2025-10-15,H008,MED083,Consumption,-6,1426
TRN289030,2025-10-15,H008,MED084,Consumption,-15,1054
TRN289031,2025-10-15,H008,MED085,Consumption,-15,2288
TRN289032,2025-10-15,H008,MED086,Consumption,-10,2177
TRN289033,2025-10-15,H008,MED087,Consumption,-6,1851
TRN289034,2025-10-15,H008,MED088,Consumption,-5,1765
TRN289035,2025-10-15,H008,MED089,Consumption,-8,1829
TRN289036,2025-10-15,H008,MED090,Consumption,-11,1888
TRN289037,2025-10-15,H008,MED091,Consumption,-2,983
TRN289038,2025-10-15,H008,MED092,Consumption,-3,907
TRN289039,2025-10-15,H008,MED093,Consumption,-2,1442
TRN289040,2025-10-15,H008,MED094,Consumption,-5,419
TRN289041,2025-10-15,H008,MED095,Consumption,-2,703
TRN289042,2025-10-15,H008,MED096,Consumption,-6,1311
TRN289043,2025-10-15,H008,MED097,Consumption,-2,713
TRN289044,2025-10-15,H008,MED098,Consumption,-3,980
TRN289045,2025-10-15,H008,MED099,Consumption,-1,1358
TRN289046,2025-10-15,H008,MED100,Consumption,-5,672
TRN289047,2025-10-15,H009,MED001,Consumption,-25,3164
TRN289048,2025-10-15,H009,MED002,Consumption,-18,2662
TRN289049,2025-10-15,H009,MED003,Consumption,-22,2510
TRN289050,2025-10-15,H009,MED004,Consumption,-15,2800
TRN289051,2025-10-15,H009,MED005,Consumption,-27,3273
TRN289052,2025-10-15,H009,MED006,Consumption,-16,2907
TRN289053,2025-10-15,H009,MED007,Consumption,-34,3764
TRN289054,2025-10-15,H009,MED008,Consumption,-27,2820
TRN289055,2025-10-15,H009,MED009,Consumption,-34,2536
TRN289056,2025-10-15,H009,MED010,Consumption,-33,2539
TRN289057,2025-10-15,H009,MED011,Consumption,-33,206
TRN289058,2025-10-15,H009,MED012,Consumption,-21,182
TRN289059,2025-10-15,H009,MED013,Consumption,-19,316
TRN289060,2025-10-15,H009,MED014,Consumption,-27,753
TRN289061,2025-10-15,H009,MED015,Consumption,-25,1239
TRN289062,2025-10-15,H009,MED016,Consumption,-19,995
TRN289063,2025-10-15,H009,MED017,Consumption,-22,470
TRN289064,2025-10-15,H009,MED018,Consumption,-32,42
TRN289065,2025-10-15,H009,MED019,Consumption,-19,906
TRN289066,2025-10-15,H009,MED020,Consumption,-28,605
TRN289067,2025-10-15,H009,MED021,Consumption,-5,961
TRN289068,2025-10-15,H009,MED022,Consumption,-5,756
TRN289069,2025-10-15,H009,MED023,Consumption,-2,1305
TRN289070,2025-10-15,H009,MED025,Consumption,-6,885
TRN289071,2025-10-15,H009,MED026,Consumption,-8,1014
TRN289072,2025-10-15,H009,MED027,Consumption,-13,807
TRN289073,2025-10-15,H009,MED028,Consumption,-14,1154
TRN289074,2025-10-15,H009,MED029,Consumption,-5,1062
TRN289075,2025-10-15,H009,MED030,Consumption,-12,835
TRN289076,2025-10-15,H009,MED031,Consumption,-10,1364
TRN289077,2025-10-15,H009,MED032,Consumption,-6,861
TRN289078,2025-10-15,H009,MED033,Consumption,-5,596
TRN289079,2025-10-15,H009,MED034,Consumption,-10,711
TRN289080,2025-10-15,H009,MED035,Consumption,-14,742
TRN289081,2025-10-15,H009,MED036,Consumption,-15,763
TRN289082,2025-10-15,H009,MED037,Consumption,-10,572
TRN289083,2025-10-15,H009,MED038,Consumption,-13,1134
TRN289084,2025-10-15,H009,MED039,Consumption,-8,687
TRN289085,2025-10-15,H009,MED040,Consumption,-15,1083
TRN289086,2025-10-15,H009,MED041,Consumption,-14,224
TRN289087,2025-10-15,H009,MED042,Consumption,-5,901
TRN289088,2025-10-15,H009,MED043,Consumption,-14,438
TRN289089,2025-10-15,H009,MED044,Consumption,-15,1076
TRN289090,2025-10-15,H009,MED045,Consumption,-6,520
TRN289091,2025-10-15,H009,MED046,Consumption,-6,583
TRN289092,2025-10-15,H009,MED047,Consumption,-8,1280
TRN289093,2025-10-15,H009,MED048,Consumption,-14,1492
TRN289094,2025-10-15,H009,MED049,Consumption,-13,1512
TRN289095,2025-10-15,H009,MED050,Consumption,-13,956
TRN289096,2025-10-15,H009,MED051,Consumption,-6,835
TRN289097,2025-10-15,H009,MED052,Consumption,-7,805
TRN289098,2025-10-15,H009,MED053,Consumption,-10,614
TRN289099,2025-10-15,H009,MED054,Consumption,-13,967
TRN289100,2025-10-15,H009,MED055,Consumption,-5,1424
TRN289101,2025-10-15,H009,MED056,Consumption,-6,1447
TRN289102,2025-10-15,H009,MED057,Consumption,-8,857
TRN289103,2025-10-15,H009,MED058,Consumption,-14,1302
TRN289104,2025-10-15,H009,MED059,Consumption,-12,1085
TRN289105,2025-10-15,H009,MED060,Consumption,-14,731
TRN289106,2025-10-15,H009,MED061,Consumption,-15,2550
TRN289107,2025-10-15,H009,MED062,Consumption,-24,2994
TRN289108,2025-10-15,H009,MED063,Consumption,-18,2054
TRN289109,2025-10-15,H009,MED064,Consumption,-29,2885
TRN289110,2025-10-15,H009,MED065,Consumption,-34,2496
TRN289111,2025-10-15,H009,MED066,Consumption,-15,2792
TRN289112,2025-10-15,H009,MED067,Consumption,-18,3004
TRN289113,2025-10-15,H009,MED068,Consumption,-17,2673
TRN289114,2025-10-15,H009,MED069,Consumption,-33,2291
TRN289115,2025-10-15,H009,MED070,Consumption,-35,2645
TRN289116,2025-10-15,H009,MED071,Consumption,-4,1236
TRN289117,2025-10-15,H009,MED072,Consumption,-4,1184
TRN289118,2025-10-15,H009,MED073,Consumption,-2,1273
TRN289119,2025-10-15,H009,MED074,Consumption,-2,860
TRN289120,2025-10-15,H009,MED075,Consumption,-2,1499
TRN289121,2025-10-15,H009,MED076,Consumption,-3,1479
TRN289122,2025-10-15,H009,MED077,Consumption,-5,995
TRN289123,2025-10-15,H009,MED078,Consumption,-5,1142
TRN289124,2025-10-15,H009,MED079,Consumption,-6,878
TRN289125,2025-10-15,H009,MED080,Consumption,-5,885
TRN289126,2025-10-15,H009,MED081,Consumption,-8,1623
TRN289127,2025-10-15,H009,MED082,Consumption,-8,1383
TRN289128,2025-10-15,H009,MED083,Consumption,-8,2019
TRN289129,2025-10-15,H009,MED084,Consumption,-14,2152
TRN289130,2025-10-15,H009,MED085,Consumption,-12,2241
TRN289131,2025-10-15,H009,MED086,Consumption,-6,1932
TRN289132,2025-10-15,H009,MED087,Consumption,-9,2449
TRN289133,2025-10-15,H009,MED088,Consumption,-10,2583
TRN289134,2025-10-15,H009,MED089,Consumption,-7,2033
TRN289135,2025-10-15,H009,MED090,Consumption,-13,2209
TRN289136,2025-10-15,H009,MED091,Consumption,-2,326
TRN289137,2025-10-15,H009,MED092,Consumption,-1,654
TRN289138,2025-10-15,H009,MED093,Consumption,-3,875
TRN289139,2025-10-15,H009,MED094,Consumption,-1,1511
TRN289140,2025-10-15,H009,MED095,Consumption,-5,1391
TRN289141,2025-10-15,H009,MED096,Consumption,-6,448
TRN289142,2025-10-15,H009,MED097,Consumption,-4,1332
TRN289143,2025-10-15,H009,MED098,Consumption,-2,1337
TRN289144,2025-10-15,H009,MED099,Consumption,-3,1096
TRN289145,2025-10-15,H009,MED100,Consumption,-4,1389
TRN289146,2025-10-15,H010,MED001,Consumption,-30,2516
TRN289147,2025-10-15,H010,MED002,Consumption,-21,2062
TRN289148,2025-10-15,H010,MED003,Consumption,-34,2209
TRN289149,2025-10-15,H010,MED004,Consumption,-29,1636
TRN289150,2025-10-15,H010,MED005,Consumption,-16,3307
TRN289151,2025-10-15,H010,MED006,Consumption,-29,2968
TRN289152,2025-10-15,H010,MED007,Consumption,-23,2024
TRN289153,2025-10-15,H010,MED008,Consumption,-29,2487
TRN289154,2025-10-15,H010,MED009,Consumption,-28,1558
TRN289155,2025-10-15,H010,MED010,Consumption,-23,2259
TRN289156,2025-10-15,H010,MED011,Consumption,-16,231
TRN289157,2025-10-15,H010,MED015,Consumption,-25,187
TRN289158,2025-10-15,H010,MED017,Consumption,-17,139
TRN289159,2025-10-15,H010,MED018,Consumption,-35,413
TRN289160,2025-10-15,H010,MED019,Consumption,-24,644
TRN289161,2025-10-15,H010,MED020,Consumption,-3,0
TRN289162,2025-10-15,H010,MED021,Consumption,-1,1221
TRN289163,2025-10-15,H010,MED022,Consumption,-3,451
TRN289164,2025-10-15,H010,MED023,Consumption,-4,891
TRN289165,2025-10-15,H010,MED024,Consumption,-22,769
TRN289166,2025-10-15,H010,MED025,Consumption,-4,1539
TRN289167,2025-10-15,H010,MED026,Consumption,-9,612
TRN289168,2025-10-15,H010,MED027,Consumption,-9,968
TRN289169,2025-10-15,H010,MED028,Consumption,-15,653
TRN289170,2025-10-15,H010,MED029,Consumption,-11,1264
TRN289171,2025-10-15,H010,MED030,Consumption,-8,689
TRN289172,2025-10-15,H010,MED031,Consumption,-8,1066
TRN289173,2025-10-15,H010,MED032,Consumption,-9,799
TRN289174,2025-10-15,H010,MED033,Consumption,-10,606
TRN289175,2025-10-15,H010,MED034,Consumption,-14,42
TRN289176,2025-10-15,H010,MED035,Consumption,-13,500
TRN289177,2025-10-15,H010,MED036,Consumption,-9,442
TRN289178,2025-10-15,H010,MED037,Consumption,-10,763
TRN289179,2025-10-15,H010,MED038,Consumption,-8,199
TRN289180,2025-10-15,H010,MED039,Consumption,-6,1173
TRN289181,2025-10-15,H010,MED040,Consumption,-13,1213
TRN289182,2025-10-15,H010,MED041,Consumption,-15,433
TRN289183,2025-10-15,H010,MED042,Consumption,-8,782
TRN289184,2025-10-15,H010,MED043,Consumption,-6,470
TRN289185,2025-10-15,H010,MED044,Consumption,-13,937
TRN289186,2025-10-15,H010,MED045,Consumption,-10,1290
TRN289187,2025-10-15,H010,MED046,Consumption,-15,1054
TRN289188,2025-10-15,H010,MED047,Consumption,-10,299
TRN289189,2025-10-15,H010,MED048,Consumption,-10,1105
TRN289190,2025-10-15,H010,MED049,Consumption,-5,828
TRN289191,2025-10-15,H010,MED050,Consumption,-8,1057
TRN289192,2025-10-15,H010,MED051,Consumption,-9,294
TRN289193,2025-10-15,H010,MED052,Consumption,-11,610
TRN289194,2025-10-15,H010,MED053,Consumption,-7,803
TRN289195,2025-10-15,H010,MED054,Consumption,-11,170
TRN289196,2025-10-15,H010,MED055,Consumption,-7,1033
TRN289197,2025-10-15,H010,MED056,Consumption,-13,789
TRN289198,2025-10-15,H010,MED057,Consumption,-7,1202
TRN289199,2025-10-15,H010,MED058,Consumption,-8,682
TRN289200,2025-10-15,H010,MED059,Consumption,-9,1219
TRN289201,2025-10-15,H010,MED060,Consumption,-14,1180
TRN289202,2025-10-15,H010,MED061,Consumption,-23,2793
TRN289203,2025-10-15,H010,MED062,Consumption,-25,2823
TRN289204,2025-10-15,H010,MED063,Consumption,-26,2725
TRN289205,2025-10-15,H010,MED064,Consumption,-16,2278
TRN289206,2025-10-15,H010,MED065,Consumption,-34,2733
TRN289207,2025-10-15,H010,MED066,Consumption,-15,1991
TRN289208,2025-10-15,H010,MED067,Consumption,-34,2465
TRN289209,2025-10-15,H010,MED068,Consumption,-26,2205
TRN289210,2025-10-15,H010,MED069,Consumption,-20,1668
TRN289211,2025-10-15,H010,MED070,Consumption,-22,2819
TRN289212,2025-10-15,H010,MED071,Consumption,-5,1473
TRN289213,2025-10-15,H010,MED072,Consumption,-1,946
TRN289214,2025-10-15,H010,MED073,Consumption,-4,1072
TRN289215,2025-10-15,H010,MED074,Consumption,-2,634
TRN289216,2025-10-15,H010,MED075,Consumption,-5,847
TRN289217,2025-10-15,H010,MED076,Consumption,-2,933
TRN289218,2025-10-15,H010,MED077,Consumption,-5,333
TRN289219,2025-10-15,H010,MED078,Consumption,-3,1120
TRN289220,2025-10-15,H010,MED079,Consumption,-5,588
TRN289221,2025-10-15,H010,MED080,Consumption,-5,1141
TRN289222,2025-10-15,H010,MED081,Consumption,-10,1932
TRN289223,2025-10-15,H010,MED082,Consumption,-11,1301
TRN289224,2025-10-15,H010,MED083,Consumption,-12,2029
TRN289225,2025-10-15,H010,MED084,Consumption,-6,1193
TRN289226,2025-10-15,H010,MED085,Consumption,-7,1372
TRN289227,2025-10-15,H010,MED086,Consumption,-11,1401
TRN289228,2025-10-15,H010,MED087,Consumption,-5,1400
TRN289229,2025-10-15,H010,MED088,Consumption,-10,1346
TRN289230,2025-10-15,H010,MED089,Consumption,-8,1634
TRN289231,2025-10-15,H010,MED090,Consumption,-8,2072
TRN289232,2025-10-15,H010,MED091,Consumption,-4,322
TRN289233,2025-10-15,H010,MED092,Consumption,-1,1048
TRN289234,2025-10-15,H010,MED093,Consumption,-6,865
TRN289235,2025-10-15,H010,MED094,Consumption,-1,1077
TRN289236,2025-10-15,H010,MED095,Consumption,-4,475
TRN289237,2025-10-15,H010,MED096,Consumption,-3,836
TRN289238,2025-10-15,H010,MED097,Consumption,-2,864
TRN289239,2025-10-15,H010,MED098,Consumption,-3,619
TRN289240,2025-10-15,H010,MED099,Consumption,-5,615
TRN289241,2025-10-15,H010,MED100,Consumption,-1,988
TRN289242,2025-10-16,H001,MED001,Consumption,-22,3836
TRN289243,2025-10-16,H001,MED002,Consumption,-28,3494
TRN289244,2025-10-16,H001,MED003,Consumption,-29,2449
TRN289245,2025-10-16,H001,MED004,Consumption,-21,2269
TRN289246,2025-10-16,H001,MED005,Consumption,-19,2662
TRN289247,2025-10-16,H001,MED006,Consumption,-26,2797
TRN289248,2025-10-16,H001,MED007,Consumption,-29,4445
TRN289249,2025-10-16,H001,MED008,Consumption,-26,2772
TRN289250,2025-10-16,H001,MED009,Consumption,-34,3555
TRN289251,2025-10-16,H001,MED010,Consumption,-16,3737
TRN289252,2025-10-16,H001,MED011,Consumption,-35,1525
TRN289253,2025-10-16,H001,MED012,Consumption,-24,2099
TRN289254,2025-10-16,H001,MED013,Consumption,-35,347
TRN289255,2025-10-16,H001,MED014,Consumption,-30,1721
TRN289256,2025-10-16,H001,MED016,Consumption,-32,1270
TRN289257,2025-10-16,H001,MED017,Consumption,-26,1243
TRN289258,2025-10-16,H001,MED019,Consumption,-22,1248
TRN289259,2025-10-16,H001,MED020,Consumption,-19,971
TRN289260,2025-10-16,H001,MED021,Consumption,-4,787
TRN289261,2025-10-16,H001,MED022,Consumption,-1,870
TRN289262,2025-10-16,H001,MED023,Consumption,-2,1342
TRN289263,2025-10-16,H001,MED024,Consumption,-16,763
TRN289264,2025-10-16,H001,MED025,Consumption,-6,1378
TRN289265,2025-10-16,H001,MED026,Consumption,-6,488
TRN289266,2025-10-16,H001,MED027,Consumption,-15,1356
TRN289267,2025-10-16,H001,MED028,Consumption,-8,1039
TRN289268,2025-10-16,H001,MED029,Consumption,-12,1436
TRN289269,2025-10-16,H001,MED030,Consumption,-13,999
TRN289270,2025-10-16,H001,MED031,Consumption,-11,626
TRN289271,2025-10-16,H001,MED032,Consumption,-8,1393
TRN289272,2025-10-16,H001,MED033,Consumption,-10,314
TRN289273,2025-10-16,H001,MED034,Consumption,-5,1134
TRN289274,2025-10-16,H001,MED035,Consumption,-7,1986
TRN289275,2025-10-16,H001,MED036,Consumption,-10,1580
TRN289276,2025-10-16,H001,MED037,Consumption,-13,1083
TRN289277,2025-10-16,H001,MED038,Consumption,-11,1037
TRN289278,2025-10-16,H001,MED039,Consumption,-5,1967
TRN289279,2025-10-16,H001,MED040,Consumption,-5,1176
TRN289280,2025-10-16,H001,MED041,Consumption,-12,1367
TRN289281,2025-10-16,H001,MED042,Consumption,-13,1004
TRN289282,2025-10-16,H001,MED043,Consumption,-5,651
TRN289283,2025-10-16,H001,MED044,Consumption,-5,1604
TRN289284,2025-10-16,H001,MED045,Consumption,-7,1364
TRN289285,2025-10-16,H001,MED046,Consumption,-5,1332
TRN289286,2025-10-16,H001,MED047,Consumption,-11,950
TRN289287,2025-10-16,H001,MED048,Consumption,-7,1031
TRN289288,2025-10-16,H001,MED049,Consumption,-10,1483
TRN289289,2025-10-16,H001,MED050,Consumption,-8,1381
TRN289290,2025-10-16,H001,MED051,Consumption,-6,1425
TRN289291,2025-10-16,H001,MED052,Consumption,-10,1236
TRN289292,2025-10-16,H001,MED053,Consumption,-13,1779
TRN289293,2025-10-16,H001,MED054,Consumption,-7,1122
TRN289294,2025-10-16,H001,MED055,Consumption,-10,1179
TRN289295,2025-10-16,H001,MED056,Consumption,-14,1015
TRN289296,2025-10-16,H001,MED057,Consumption,-10,1003
TRN289297,2025-10-16,H001,MED058,Consumption,-10,1058
TRN289298,2025-10-16,H001,MED059,Consumption,-11,743
TRN289299,2025-10-16,H001,MED060,Consumption,-8,908
TRN289300,2025-10-16,H001,MED061,Consumption,-18,3064
TRN289301,2025-10-16,H001,MED062,Consumption,-18,2871
TRN289302,2025-10-16,H001,MED063,Consumption,-31,2806
TRN289303,2025-10-16,H001,MED064,Consumption,-31,3804
TRN289304,2025-10-16,H001,MED065,Consumption,-33,2155
TRN289305,2025-10-16,H001,MED066,Consumption,-30,3387
TRN289306,2025-10-16,H001,MED067,Consumption,-30,3159
TRN289307,2025-10-16,H001,MED068,Consumption,-28,3414
TRN289308,2025-10-16,H001,MED069,Consumption,-21,2962
TRN289309,2025-10-16,H001,MED070,Consumption,-16,3246
TRN289310,2025-10-16,H001,MED071,Consumption,-2,999
TRN289311,2025-10-16,H001,MED072,Consumption,-6,529
TRN289312,2025-10-16,H001,MED073,Consumption,-2,1100
TRN289313,2025-10-16,H001,MED074,Consumption,-6,1064
TRN289314,2025-10-16,H001,MED075,Consumption,-6,1462
TRN289315,2025-10-16,H001,MED076,Consumption,-3,1472
TRN289316,2025-10-16,H001,MED077,Consumption,-3,769
TRN289317,2025-10-16,H001,MED078,Consumption,-4,1708
TRN289318,2025-10-16,H001,MED079,Consumption,-6,924
TRN289319,2025-10-16,H001,MED080,Consumption,-2,1541
TRN289320,2025-10-16,H001,MED081,Consumption,-8,2010
TRN289321,2025-10-16,H001,MED082,Consumption,-14,2783
TRN289322,2025-10-16,H001,MED083,Consumption,-13,1923
TRN289323,2025-10-16,H001,MED084,Consumption,-13,1462
TRN289324,2025-10-16,H001,MED085,Consumption,-10,2567
TRN289325,2025-10-16,H001,MED086,Consumption,-6,1781
TRN289326,2025-10-16,H001,MED087,Consumption,-9,2460
TRN289327,2025-10-16,H001,MED088,Consumption,-6,2455
